@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
278,F86,Geelong West,Church Street,"Church Street, at the intersection of Church Street and Shannon Avenue, Geelong West",3218,27/01/2026,27/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/F86-geelong-west-intersection-church-street-and-shannon-avenue-camera-cert-270126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.130706,144.338441,Shannon Avenue,27/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.130706,144.338441"
289,H26S,Craigieburn,"Hume Freeway, Southbound","Hume Freeway, Southbound, Craigieburn, 61 Metres South of Amaroo Road",3064,3/10/2025,3/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/H26S-hume-freeway-craigieburn-southbound-camera-cert-031025.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.584455,144.9443952,61 Metres South of Amaroo Road,3/10/2026,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.584455,144.9443952"
290,H40N,Beveridge,"Hume Freeway, Northbound","Hume Freeway, Northbound, Beveridge, Mount Fraser",3753,3/07/2026,3/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/H40N-hume-freeway-beveridge-northbound-camera-cert-030726.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.46022,144.9722278,Mount Fraser,3/07/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.46022,144.9722278"
300,PL14N,Frankston North,"Peninsula Link Freeway, Northbound","Peninsula Link Freeway, Northbound, Frankston North, Ballarto Road Bridge",3200,6/05/2026,6/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/PL14N-peninsula-link-ballarto-rd-bridge-frankston-north-northbound-camera-cert-060526.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.113716,145.164485,Ballarto Road Bridge,6/05/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-38.113716,145.164485"
303,PL17S,Frankston,"Peninsula Link Freeway, Southbound","Peninsula Link Freeway, Southbound, Frankston, Skye Road Bridge",3199,5/02/2026,5/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/PL17S-peninsula-link-skye-rd-bridge-southbound-insta-camera-cert-050226.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.141188,145.173233,Skye Road Bridge,5/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.141188,145.173233"
305,PL27S,Moorooduc,"Peninsula Link Freeway, Southbound","Peninsula Link Freeway, Southbound, Moorooduc, Eramosa Road West Bridge",3933,5/02/2026,5/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/PL27S-peninsula-link-eramosa-rd-west-bridge-southbound-inst-camera-cert-050226.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.216401,145.129323,Eramosa Road West Bridge,5/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.216401,145.129323"
306,PL31S,Moorooduc,"Peninsula Link Freeway, Southbound","Peninsula Link Freeway, Southbound, Moorooduc, Mornington-Tyabb Road Bridge",3933,5/02/2026,5/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/PL31S-peninsula-link-mornington-tyabb-rd-bridge-southbound-camera-cert-050226.pdf,Point-to-point,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.251999,145.118008,Mornington-Tyabb Road Bridge,5/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.251999,145.118008"
316,X01E,Bagshot,Midland Highway,"Midland Highway, at the intersection of Midland Highway and Bagshot level crossing 40 metres West of Peatlings Road, Bagshot",3551,8/10/2025,8/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/X01E-bagshot-midland-highway-eastbound-bagshot-level-crossing-peatings-road-camera-cert-081025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.6540053,144.40449,Bagshot level crossing 40 metres West of Peatlings Road,8/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-36.6540053,144.40449"
321,H138S,Creightons Creek,"Hume Freeway, Southbound","Hume Freeway, Southbound, Creightons Creek, 160 Metres Northeast of Creightons Siding Road",3666,29/07/2026,11/04/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/H138S-creightsons-hume-freeway-and-160-metres-northeast-of-creightons-siding-road-camera-cert-290726.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.790724,145.488833,160 Metres Northeast of Creightons Siding Road,29/07/2027,,,"Point-to-point safety cameras consist of a network of two or more cameras that work together as a system. They are placed at individual points along a stretch of road and can calculate whether a vehicle is speeding between the camera locations. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Upcoming,"-36.790724,145.488833"
325,F14NM,Clayton,Dandenong Road,"Dandenong Road, at the intersection of Dandenong Road and Clayton Road, Clayton",3168,2/10/2025,2/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/F14NM12-intersection-of-dandenong-rd-and-clayton-rd-clayton-camera-cert-021025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.91171,145.122453,Clayton Road,2/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to",,commissioned,,"-37.91171,145.122453"
326,GV15N,Tablik,Goulburn Valley Freeway,"Goulburn Valley Freeway, Tablik, approximately 130 metres South of Mitchellstown",3607,19/11/2025,19/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/GV15N-tabilk-goulbourn-valley-freeway-and-100-metres-south-of-mitchellstown-road-camera-cert-191125.pdf,Freeway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.847401,145.142146,approximately 130 metres South of Mitchellstown,19/11/2026,,,,,,,"-36.847401,145.142146"
4,A07,Braybrook,Duke Street,"Duke Street, at the intersection of Duke Street and Ballarat Road, Braybrook",3019,20/10/2025,20/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/A07-braybrook-duke-street-intersection-of-duke-street-and-ballarat-road-camera-cert-201025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.7788908,144.8472912,Ballarat Road,20/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.7788908,144.8472912"
17,A28,Kew East,Harp Road,"Harp Road, at the intersection of Harp Road and Burke Road, Kew East",3102,2/02/2026,2/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/A28-kew-east-intersection-of-harp-road-and-burke-road-camera-cert-020226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8007249,145.0623809,Burke Road,2/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8007249,145.0623809"
19,A39,Clayton South,Centre Road,"Centre Road, at the intersection of Centre Road and Springs Road, Clayton South",3169,5/08/2025,5/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/A39-centre-road-intersection-of-centre-road-and-springs-road-clayton-south-camera-cert-050825.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.927488,145.1100484,Springs Road,5/08/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.927488,145.1100484"
26,A49,Glen Iris,High Street,"High Street, at the intersection of High Street and Summerhill Road, Glen Iris",3146,6/01/2026,6/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/A49-glen-iris-intersection-of-high-street-and-summerhill-road-glen-iris-camera-cert-060126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.86274,145.074472,Summerhill Road,6/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.86274,145.074472"
32,A59,Echuca,Ogilvie Avenue,"Ogilvie Avenue, at the intersection of Ogilvie Avenue and High Street, Echuca",3564,12/05/2026,12/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/A59-Echuca-intersection-of-ogilvie-avenue-and-high-street-camera-cert-120526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.140432,144.750963,High Street,12/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-36.140432,144.750963"
40,A85,Balwyn North,Doncaster Road,"Doncaster Road, at the intersection of Doncaster Road and Gardenia Road, Balwyn North",3104,7/10/2025,7/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/A85-balwyn-north-doncaster-road-intersection-of-doncaster-road-and-gardenia-road-camera-cert-071025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.7898916,145.0995281,Gardenia Road,7/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.7898916,145.0995281"
